Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 14:00:00+00:00,54738.7109375,55132.375,54565.42578125,54668.8203125,0,0.0,0.0
2024-10-03 15:00:00+00:00,54618.90625,55048.71484375,54523.66015625,55021.03125,256200704,0.0,0.0
2024-10-03 16:00:00+00:00,55031.7734375,55104.69140625,54487.015625,54505.92578125,0,0.0,0.0
2024-10-03 17:00:00+00:00,54538.34375,55004.03125,54428.98046875,54907.79296875,448589824,0.0,0.0
2024-10-03 18:00:00+00:00,54926.62109375,55125.01953125,54888.30078125,55076.140625,0,0.0,0.0
2024-10-03 19:00:00+00:00,55064.55078125,55299.16015625,54934.9765625,55294.62890625,0,0.0,0.0
2024-10-03 20:00:00+00:00,55354.3203125,55383.0,55036.55859375,55066.1328125,0,0.0,0.0
2024-10-03 21:00:00+00:00,55077.7578125,55243.19921875,54935.0625,55116.26953125,0,0.0,0.0
2024-10-03 22:00:00+00:00,55118.41015625,55245.98828125,55054.140625,55184.4140625,0,0.0,0.0
2024-10-03 23:00:00+00:00,55178.5234375,55209.5,55017.60546875,55043.8125,0,0.0,0.0
2024-10-04 00:00:00+00:00,55049.75390625,55054.96875,54792.5625,54826.484375,0,0.0,0.0
2024-10-04 01:00:00+00:00,54820.9453125,55531.4921875,54816.9296875,55531.4921875,252575744,0.0,0.0
2024-10-04 02:00:00+00:00,55500.46484375,55551.29296875,55240.45703125,55373.58984375,0,0.0,0.0
2024-10-04 03:00:00+00:00,55345.0,55348.8046875,55234.8046875,55255.64453125,0,0.0,0.0
2024-10-04 04:00:00+00:00,55259.21484375,55491.640625,55259.21484375,55307.64453125,0,0.0,0.0
2024-10-04 05:00:00+00:00,55315.49609375,55483.140625,55306.22265625,55483.140625,0,0.0,0.0
2024-10-04 06:00:00+00:00,55485.48828125,55573.34375,55402.22265625,55402.22265625,5279744,0.0,0.0
2024-10-04 07:00:00+00:00,55401.58203125,55748.7890625,55396.44921875,55732.0625,0,0.0,0.0
2024-10-04 08:00:00+00:00,55725.453125,55909.8515625,55631.2578125,55756.22265625,0,0.0,0.0
2024-10-04 09:00:00+00:00,55743.80859375,55838.02734375,55595.6796875,55608.48046875,0,0.0,0.0
2024-10-04 10:00:00+00:00,55613.74609375,55664.08984375,55547.8046875,55570.609375,0,0.0,0.0
2024-10-04 11:00:00+00:00,55571.96875,55696.47265625,55550.9375,55694.23828125,0,0.0,0.0
2024-10-04 12:00:00+00:00,55685.43359375,56404.51953125,55673.69140625,56404.51953125,840079360,0.0,0.0
2024-10-04 13:00:00+00:00,56485.6015625,56485.6015625,56092.0703125,56106.8203125,0,0.0,0.0
2024-10-04 14:00:00+00:00,56109.296875,56109.296875,55427.6796875,55760.76171875,0,0.0,0.0
2024-10-04 15:00:00+00:00,55806.37890625,56430.26171875,55806.37890625,56419.140625,0,0.0,0.0
2024-10-04 16:00:00+00:00,56431.0078125,56830.7890625,56319.57421875,56797.52734375,167221248,0.0,0.0
2024-10-04 17:00:00+00:00,56795.54296875,56849.48046875,56436.48828125,56558.17578125,0,0.0,0.0
2024-10-04 18:00:00+00:00,56526.06640625,56792.25,56460.24609375,56792.25,0,0.0,0.0
2024-10-04 19:00:00+00:00,56808.2421875,56919.8828125,56748.734375,56839.4140625,0,0.0,0.0
2024-10-04 20:00:00+00:00,56846.16796875,56908.5078125,56661.0390625,56891.7734375,0,0.0,0.0
2024-10-04 21:00:00+00:00,56874.6171875,56886.69140625,56710.30078125,56717.0078125,0,0.0,0.0
2024-10-04 22:00:00+00:00,56722.328125,56770.56640625,56644.81640625,56658.26171875,0,0.0,0.0
2024-10-04 23:00:00+00:00,56659.046875,56659.046875,56458.328125,56514.796875,0,0.0,0.0
2024-10-05 00:00:00+00:00,56524.8203125,56643.6484375,56524.8203125,56601.66796875,0,0.0,0.0
2024-10-05 01:00:00+00:00,56625.4765625,56625.4765625,56462.96484375,56526.0,0,0.0,0.0
2024-10-05 02:00:00+00:00,56516.12890625,56531.36328125,56301.5703125,56301.5703125,0,0.0,0.0
2024-10-05 03:00:00+00:00,56288.140625,56425.4765625,56181.01171875,56345.42578125,120270848,0.0,0.0
2024-10-05 04:00:00+00:00,56353.47265625,56472.33984375,56309.91015625,56407.46484375,0,0.0,0.0
2024-10-05 05:00:00+00:00,56408.98828125,56586.87109375,56407.0703125,56586.171875,0,0.0,0.0
2024-10-05 06:00:00+00:00,56589.5390625,56669.8203125,56529.77734375,56657.8515625,0,0.0,0.0
2024-10-05 07:00:00+00:00,56658.0703125,56685.80078125,56538.69140625,56539.01171875,0,0.0,0.0
2024-10-05 08:00:00+00:00,56542.46875,56613.65234375,56540.8671875,56579.33984375,0,0.0,0.0
2024-10-05 09:00:00+00:00,56579.9375,56748.52734375,56579.9375,56701.31640625,17412096,0.0,0.0
2024-10-05 10:00:00+00:00,56684.71484375,56700.50390625,56651.70703125,56651.796875,0,0.0,0.0
2024-10-05 11:00:00+00:00,56651.3359375,56675.83984375,56618.953125,56625.83984375,0,0.0,0.0
2024-10-05 12:00:00+00:00,56625.01171875,56759.3125,56625.01171875,56729.95703125,0,0.0,0.0
2024-10-05 13:00:00+00:00,56733.58203125,56822.46484375,56570.0390625,56630.91015625,0,0.0,0.0
2024-10-05 14:00:00+00:00,56630.03125,56662.11328125,56569.67578125,56636.36328125,0,0.0,0.0
2024-10-05 15:00:00+00:00,56636.2734375,56689.265625,56572.20703125,56610.87890625,0,0.0,0.0
2024-10-05 16:00:00+00:00,56607.359375,56616.85546875,56443.7421875,56443.7421875,0,0.0,0.0
2024-10-05 17:00:00+00:00,56424.51953125,56518.5234375,56403.4609375,56472.3515625,0,0.0,0.0
2024-10-05 18:00:00+00:00,56470.046875,56504.25390625,56314.66015625,56342.8984375,0,0.0,0.0
2024-10-05 19:00:00+00:00,56332.31640625,56391.07421875,56260.02734375,56303.83984375,0,0.0,0.0
2024-10-05 20:00:00+00:00,56314.484375,56326.5859375,56207.40625,56207.40625,0,0.0,0.0
2024-10-05 21:00:00+00:00,56202.171875,56407.359375,56202.171875,56321.40625,0,0.0,0.0
2024-10-05 22:00:00+00:00,56321.890625,56529.73828125,56321.890625,56489.17578125,0,0.0,0.0
2024-10-05 23:00:00+00:00,56486.01953125,56537.92578125,56436.4453125,56533.41015625,0,0.0,0.0
2024-10-06 00:00:00+00:00,56529.27734375,56529.27734375,56349.5859375,56368.83984375,0,0.0,0.0
2024-10-06 01:00:00+00:00,56382.23046875,56586.44921875,56382.23046875,56523.00390625,0,0.0,0.0
2024-10-06 02:00:00+00:00,56525.4453125,56525.4453125,56416.06640625,56422.609375,0,0.0,0.0
2024-10-06 03:00:00+00:00,56431.8125,56471.203125,56360.72265625,56362.15625,98248704,0.0,0.0
2024-10-06 04:00:00+00:00,56352.6953125,56405.3125,56308.04296875,56337.05078125,0,0.0,0.0
2024-10-06 05:00:00+00:00,56347.33203125,56430.35546875,56308.2265625,56416.70703125,0,0.0,0.0
2024-10-06 06:00:00+00:00,56400.0703125,56463.06640625,56376.9140625,56408.796875,0,0.0,0.0
2024-10-06 07:00:00+00:00,56422.00390625,56459.23046875,56408.23046875,56412.64453125,0,0.0,0.0
2024-10-06 08:00:00+00:00,56415.984375,56517.359375,56390.25390625,56443.45703125,0,0.0,0.0
2024-10-06 09:00:00+00:00,56446.26953125,56589.1171875,56442.93359375,56520.2421875,0,0.0,0.0
2024-10-06 10:00:00+00:00,56518.703125,56525.3671875,56453.5078125,56472.390625,0,0.0,0.0
2024-10-06 11:00:00+00:00,56478.63671875,56591.1484375,56458.72265625,56553.9140625,34951168,0.0,0.0
2024-10-06 12:00:00+00:00,56557.69140625,56657.5234375,56533.828125,56651.6328125,138017792,0.0,0.0
2024-10-06 13:00:00+00:00,56670.125,56768.01171875,56670.125,56687.47265625,114151424,0.0,0.0
2024-10-06 14:00:00+00:00,56687.47265625,57134.17578125,56625.13671875,57101.9609375,545305600,0.0,0.0
2024-10-06 15:00:00+00:00,57171.2421875,57171.2421875,56883.6953125,57108.74609375,603413504,0.0,0.0
2024-10-06 16:00:00+00:00,57107.953125,57306.66015625,57038.51953125,57044.875,332937216,0.0,0.0
2024-10-06 17:00:00+00:00,56997.78515625,57176.32421875,56983.3046875,57009.93359375,42435584,0.0,0.0
2024-10-06 18:00:00+00:00,57000.0,57198.29296875,57000.0,57150.234375,6082560,0.0,0.0
2024-10-06 19:00:00+00:00,57150.234375,57340.9375,57056.1796875,57076.65234375,121725952,0.0,0.0
2024-10-06 20:00:00+00:00,57136.1640625,57237.5,57085.09375,57090.1796875,0,0.0,0.0
2024-10-06 21:00:00+00:00,57097.87890625,57125.6015625,56803.4140625,56803.4140625,188498944,0.0,0.0
2024-10-06 22:00:00+00:00,56812.06640625,57076.73046875,56812.06640625,57076.73046875,97375232,0.0,0.0
2024-10-06 23:00:00+00:00,57076.3828125,57334.37109375,57076.3828125,57251.15234375,516169728,0.0,0.0
2024-10-07 00:00:00+00:00,57259.38671875,58055.87890625,57124.38671875,58030.64453125,1466705920,0.0,0.0
2024-10-07 01:00:00+00:00,58123.01171875,58262.46875,58077.2421875,58159.77734375,1153557504,0.0,0.0
2024-10-07 02:00:00+00:00,58151.6953125,58234.69140625,57952.92578125,57977.9375,630211584,0.0,0.0
2024-10-07 03:00:00+00:00,57998.83203125,58088.32421875,57740.953125,57881.12109375,487737344,0.0,0.0
2024-10-07 04:00:00+00:00,57886.7265625,58006.12890625,57866.9921875,57867.54296875,152985600,0.0,0.0
2024-10-07 05:00:00+00:00,57864.5,58002.19921875,57766.515625,57782.40234375,322349056,0.0,0.0
2024-10-07 06:00:00+00:00,57786.90234375,58067.22265625,57763.2109375,58067.22265625,348411904,0.0,0.0
2024-10-07 07:00:00+00:00,58057.5078125,58057.5078125,57852.296875,57947.00390625,550871040,0.0,0.0
2024-10-07 08:00:00+00:00,57932.41796875,58030.87109375,57918.01953125,57932.73046875,370155520,0.0,0.0
2024-10-07 09:00:00+00:00,57932.6015625,57933.921875,57580.04296875,57659.5078125,822509568,0.0,0.0
2024-10-07 10:00:00+00:00,57664.09375,57664.09375,57330.39453125,57347.86328125,760881152,0.0,0.0
2024-10-07 11:00:00+00:00,57355.5859375,57439.36328125,57152.0546875,57439.36328125,933718016,0.0,0.0
2024-10-07 12:00:00+00:00,57496.671875,57496.671875,57245.0546875,57246.6484375,606679040,0.0,0.0
2024-10-07 13:00:00+00:00,57264.140625,57874.30078125,57258.16796875,57787.8046875,1137604608,0.0,0.0
2024-10-07 14:00:00+00:00,57782.6640625,58634.1796875,57782.6640625,58372.02734375,2741012480,0.0,0.0
2024-10-07 15:00:00+00:00,58315.66796875,58319.3828125,57931.16015625,57994.4296875,776161280,0.0,0.0
2024-10-07 16:00:00+00:00,57986.05078125,58125.94140625,57805.48828125,58090.328125,255598592,0.0,0.0
2024-10-07 17:00:00+00:00,58099.0390625,58150.73046875,57851.75390625,58096.67578125,449136640,0.0,0.0
2024-10-07 18:00:00+00:00,58102.41796875,58102.41796875,57216.6796875,57279.76953125,1199194112,0.0,0.0
2024-10-07 19:00:00+00:00,57288.62890625,57819.84765625,57288.62890625,57739.3671875,1027794944,0.0,0.0
2024-10-07 20:00:00+00:00,57732.13671875,57741.75390625,57395.31640625,57395.31640625,229447680,0.0,0.0
2024-10-07 21:00:00+00:00,57405.92578125,57724.12890625,57384.09765625,57700.59765625,48132096,0.0,0.0
2024-10-07 22:00:00+00:00,57723.203125,57723.203125,56922.5078125,57014.45703125,379973632,0.0,0.0
2024-10-07 23:00:00+00:00,56929.75390625,57070.29296875,56659.5,56732.6640625,861892608,0.0,0.0
2024-10-08 00:00:00+00:00,56702.16015625,56946.05078125,56695.06640625,56937.26953125,0,0.0,0.0
2024-10-08 01:00:00+00:00,56937.19140625,57062.53515625,56777.93359375,57022.5,0,0.0,0.0
2024-10-08 02:00:00+00:00,57011.6328125,57163.140625,56866.62109375,57163.140625,0,0.0,0.0
2024-10-08 03:00:00+00:00,57152.33203125,57162.5859375,56956.390625,56989.59375,0,0.0,0.0
2024-10-08 04:00:00+00:00,57003.703125,57126.4765625,56948.46875,57065.453125,104701952,0.0,0.0
2024-10-08 05:00:00+00:00,57068.45703125,57080.46484375,56771.8828125,56904.76953125,189446144,0.0,0.0
2024-10-08 06:00:00+00:00,56900.11328125,56900.11328125,56639.86328125,56874.66796875,152707072,0.0,0.0
2024-10-08 07:00:00+00:00,56889.71484375,56889.71484375,56493.69140625,56630.60546875,220559360,0.0,0.0
2024-10-08 08:00:00+00:00,56648.56640625,56796.6484375,56619.78125,56743.0390625,234475520,0.0,0.0
2024-10-08 09:00:00+00:00,56757.296875,56941.5859375,56672.11328125,56941.5859375,0,0.0,0.0
2024-10-08 10:00:00+00:00,56911.93359375,56936.046875,56804.08984375,56882.4609375,0,0.0,0.0
2024-10-08 11:00:00+00:00,56890.0859375,57005.390625,56861.87890625,56981.13671875,0,0.0,0.0
2024-10-08 12:00:00+00:00,56969.98046875,57014.2734375,56875.39453125,56939.015625,0,0.0,0.0
2024-10-08 13:00:00+00:00,56872.03515625,57326.33984375,56757.30859375,57326.33984375,6703104,0.0,0.0
2024-10-08 14:00:00+00:00,57380.453125,57529.45703125,56739.2734375,57193.95703125,0,0.0,0.0
2024-10-08 15:00:00+00:00,57191.1328125,57250.24609375,56468.2734375,56747.578125,312815616,0.0,0.0
2024-10-08 16:00:00+00:00,56750.1328125,56944.26953125,56559.71484375,56944.26953125,110462976,0.0,0.0
2024-10-08 17:00:00+00:00,56969.82421875,56969.82421875,56583.0234375,56815.91015625,68796416,0.0,0.0
2024-10-08 18:00:00+00:00,56793.5234375,56896.4765625,56430.453125,56582.0703125,0,0.0,0.0
2024-10-08 19:00:00+00:00,56574.48828125,56763.58984375,56399.98046875,56667.046875,0,0.0,0.0
2024-10-08 20:00:00+00:00,56666.67578125,56767.2890625,56593.08203125,56737.515625,0,0.0,0.0
2024-10-08 21:00:00+00:00,56760.109375,56908.71484375,56735.0703125,56829.7109375,0,0.0,0.0
2024-10-08 22:00:00+00:00,56829.04296875,56829.04296875,56581.9453125,56581.9453125,0,0.0,0.0
2024-10-08 23:00:00+00:00,56592.1171875,56692.921875,56485.8359375,56640.7578125,0,0.0,0.0
2024-10-09 00:00:00+00:00,56601.296875,56693.16015625,56494.3671875,56563.91796875,48388096,0.0,0.0
2024-10-09 01:00:00+00:00,56602.515625,56919.5859375,56579.3515625,56855.7890625,183451648,0.0,0.0
2024-10-09 02:00:00+00:00,56862.40234375,56862.40234375,56733.859375,56733.88671875,0,0.0,0.0
2024-10-09 03:00:00+00:00,56738.40625,56867.546875,56633.06640625,56838.71484375,0,0.0,0.0
2024-10-09 04:00:00+00:00,56842.4765625,56886.390625,56803.7890625,56835.4609375,0,0.0,0.0
